London-Road,South-Willesborough,Collyhurst-Weir,Alfoldean,Denham-Lodge,Kirkby,Morwick,Ower,Great-Corby,Elm-Park-(Bretons-Farm)
0.29,0.322,1.31,0.345,0.239,0.693,2.6,1.35,11.6,0.114
0.272,0.292,1.25,0.326,0.233,0.638,2.28,0.471,11,0.075
0.254,0.286,1.27,0.325,0.231,0.613,2.11,0.38,10.4,0.565
0.244,0.339,1.29,0.817,0.259,0.619,2.01,0.427,9.89,1.73
0.214,0.327,1.27,0.614,0.242,0.604,1.99,0.516,9.68,0.226
0.211,0.273,1.31,0.484,0.237,0.608,1.95,0.398,9.52,0.147
0.212,0.254,1.28,0.406,0.236,0.606,1.88,0.353,9.36,0.121
0.21,0.248,1.25,0.377,0.235,0.698,1.81,0.342,9.25,0.109
0.205,0.23,1.29,0.358,0.231,0.601,1.74,0.324,9.06,0.098
0.205,0.213,1.31,0.344,0.221,0.602,1.67,0.295,8.95,0.087
0.235,0.388,1.36,1.12,0.222,0.603,1.63,0.279,9.21,0.559
1.75,0.669,5.22,0.749,0.235,0.613,2.29,0.27,11.2,0.955
0.945,0.326,2.15,0.414,0.22,0.622,1.91,0.262,11.6,0.182
4.43,0.271,4.26,0.366,0.215,2.21,1.73,0.26,11.2,0.121
2.34,0.245,3.02,0.325,0.23,1.37,1.85,0.26,16.4,0.741
1.39,0.255,3.21,0.394,0.22,0.797,2.06,0.263,21.7,1.45
1.2,0.303,2.67,0.658,0.237,0.985,2.31,0.274,21.4,0.669
0.965,0.29,2.19,0.535,0.228,1.53,2.48,0.299,17.2,0.636
1.2,0.312,1.8,0.571,0.253,1.8,2.16,0.312,15.5,0.339
0.753,0.257,1.56,2.95,0.284,5.47,1.93,2.62,14,0.207
0.459,0.601,1.35,1.85,0.271,1.94,1.95,1.12,13,0.182
0.378,0.394,1.24,0.985,0.251,1.15,2.41,0.425,12,0.141
0.837,0.31,2.48,0.636,0.242,2.23,2.43,0.37,11.7,0.167
1.78,1.15,4.06,2.53,0.331,2.99,2.38,2.51,20,1.48
0.564,0.55,1.64,1.35,0.276,1.35,2.49,0.742,16.5,0.287
0.411,0.47,1.4,2.65,0.29,1.02,1.9,0.591,13.7,5.89
0.348,2.97,1.28,15.2,0.497,0.912,1.65,1.1,11.9,13.7
0.436,0.761,1.64,4.03,0.413,1.37,1.8,0.522,12.1,1.22
0.474,1.14,1.53,1.68,0.36,0.836,2.8,0.478,11.2,2
0.43,1.08,1.6,1.21,0.337,1.87,2.8,0.405,12,0.777
0.349,0.609,1.32,0.893,0.314,1.15,2.07,0.353,11.9,0.452
0.494,0.463,1.88,0.758,0.296,2.05,1.87,0.327,11.6,0.343
2.14,0.433,4.33,0.778,0.296,4,2.14,0.376,17.8,0.259
0.775,0.453,2.36,0.914,0.286,2.44,2.73,0.379,25,0.222
1.13,0.393,3.13,0.707,0.277,3.11,3.16,0.322,26.8,0.22
0.987,0.389,2.23,0.586,0.265,1.84,3.06,1.14,23.7,0.296
0.537,0.354,1.64,0.509,0.256,1.3,2.29,0.637,22.2,0.167
0.596,0.322,1.9,0.456,0.255,1.28,2.73,0.371,20,0.165
0.44,0.306,1.47,0.423,0.24,1.03,6.47,0.303,23.3,0.138
0.35,0.281,1.4,0.379,0.234,0.946,3.84,0.263,18.9,0.127
0.897,0.279,3.26,0.351,0.231,1.74,2.65,0.254,16.4,0.123
1.17,0.28,2.98,0.368,0.226,1.42,2.5,0.262,16.9,0.117
1.67,0.265,4.04,0.338,0.222,2.79,2.17,0.242,17.1,0.115
0.803,0.272,2.55,0.329,0.219,2.02,3.29,0.237,31.6,0.128
3.65,0.263,7.04,0.34,0.218,7.24,3.52,0.304,60.1,0.115
1.15,0.261,2.82,1.12,0.24,3.78,2.68,0.311,34,0.425
0.684,0.25,1.83,0.875,0.214,2.56,2.13,0.248,25.7,0.243
0.491,0.246,1.54,0.49,0.205,1.48,1.86,0.228,22.6,0.129
0.558,0.196,1.7,0.427,0.196,1.69,1.76,0.225,19.7,0.12
0.531,0.185,1.69,0.357,0.192,1.63,1.68,0.218,23.4,0.112
0.411,0.181,1.37,0.332,0.186,1.16,1.6,0.21,19.5,0.106
0.361,0.173,1.31,0.303,0.18,1.08,1.52,0.198,17,0.099
0.322,0.162,1.27,0.284,0.174,0.962,1.45,0.193,15.6,0.1
0.298,0.158,1.24,0.265,0.169,0.869,1.64,0.187,18.5,0.097
0.29,0.167,1.2,0.231,0.168,1.19,3.24,0.186,18.6,0.093
0.333,0.161,1.19,0.333,0.166,0.952,2.1,0.191,15.3,0.092
0.292,0.154,1.16,0.252,0.162,0.755,1.7,0.183,13.6,0.088
0.26,0.105,1.18,0.239,0.159,0.756,1.57,0.184,12.6,0.084
0.254,0.141,1.2,0.238,0.154,0.777,1.53,0.186,12.1,0.085
0.327,0.191,1.49,0.227,0.154,1,1.74,0.184,12.4,0.112
0.333,0.149,1.52,0.236,0.157,1.07,3.42,0.184,24.6,0.123
0.427,0.152,1.78,0.243,0.152,1.11,2.48,0.183,20.2,0.106
0.461,0.149,1.77,0.23,0.151,0.995,2.19,0.185,21.8,0.116
0.292,0.108,1.25,0.239,0.146,0.724,2.44,0.184,16.9,0.09
0.266,0.153,1.23,0.239,0.143,0.684,2.12,0.179,14.1,0.083
0.286,0.221,1.26,0.819,0.163,0.781,1.82,0.419,12.7,0.281
0.28,0.568,1.28,1.72,0.188,0.755,1.61,0.471,12,0.231
0.303,0.297,1.55,0.7,0.153,0.84,1.6,0.269,20.3,0.105
0.497,0.214,2.22,0.563,0.142,0.823,1.68,0.228,53.2,0.087
0.27,0.183,1.36,0.49,0.137,0.675,1.87,0.206,29.2,0.084
0.245,0.164,1.32,0.316,0.135,0.644,1.66,0.19,22.8,0.079
0.296,0.156,1.32,0.259,0.131,0.788,1.46,0.181,20.4,0.073
0.287,0.159,1.28,0.224,0.13,0.681,1.37,0.173,23.5,0.074
0.254,0.155,1.28,0.21,0.13,0.86,1.38,0.167,20,0.075
0.398,0.148,1.74,0.228,0.13,2.52,1.48,0.162,21.8,0.071
0.391,0.149,1.52,0.22,0.129,2.82,2.19,0.162,79.5,0.073
0.302,0.147,1.22,0.22,0.127,1.07,3.68,0.16,42.6,0.069
0.257,0.14,1.1,0.211,0.125,0.826,2.31,0.158,32.2,0.07
0.236,0.141,1.06,0.198,0.125,0.735,1.83,0.156,25.4,0.072
0.227,0.116,1.09,0.193,0.123,0.739,1.64,0.155,20.9,0.07
0.218,0.113,1.07,0.187,0.124,0.654,1.5,0.14,18.2,0.072
0.212,0.113,1.04,0.191,0.121,0.645,1.38,0.147,16.2,0.071
0.21,0.111,1.01,0.188,0.121,0.628,1.34,0.156,14.8,0.071
0.748,0.119,2.86,0.302,0.128,2.34,1.49,0.181,14.2,0.118
0.647,0.131,2.96,0.429,0.126,1.04,3.53,0.193,79.8,0.193
3.54,0.124,6.74,0.255,0.124,2.78,10.2,0.171,84.6,0.075
4.33,0.121,6.95,0.262,0.122,3.2,4.19,0.162,103,0.072
0.88,0.111,2.19,0.251,0.118,1.38,2.8,0.151,62.6,0.067
0.541,0.1,1.54,0.189,0.117,0.972,2.27,0.149,43.2,0.067
1.34,0.116,2.82,0.179,0.117,0.963,2.22,0.159,34.7,0.066
0.764,0.101,1.81,0.172,0.113,1.04,1.95,0.154,43,0.062
0.439,0.1,1.46,0.166,0.112,1.39,1.84,0.155,30.8,0.061
0.399,0.105,1.27,0.166,0.119,0.986,5.72,0.159,60.2,0.062
0.336,0.098,1.18,0.175,0.113,0.754,4.89,0.159,37.9,0.061
0.28,0.099,1.16,0.169,0.112,0.707,2.85,0.152,28,0.06
0.278,0.099,1.17,0.17,0.112,0.713,2.16,0.15,24.6,0.06
0.264,0.097,1.14,0.177,0.11,0.669,1.84,0.154,22.2,0.061
0.242,0.105,1.09,0.212,0.111,0.706,1.71,0.158,22.7,0.071
0.879,0.111,3.16,0.276,0.119,2.75,1.76,0.246,25.6,0.111
0.554,0.112,1.81,0.252,0.118,1.24,1.93,0.207,48.2,0.099
0.329,0.121,1.44,0.243,0.121,0.984,1.96,0.22,28.9,0.158
0.285,0.131,1.25,0.401,0.116,0.829,1.73,0.189,24.2,0.08
0.281,0.121,1.21,0.279,0.115,0.812,1.62,0.177,21.9,0.071
0.238,0.11,1.22,0.204,0.107,1.31,1.63,0.159,22.4,0.064
0.331,0.102,1.48,0.171,0.113,0.922,1.65,0.166,34.9,0.063
0.299,0.105,1.23,0.223,0.12,0.814,2.38,0.271,59.1,0.075
0.227,0.108,1.08,0.216,0.114,0.755,2.41,0.206,35.7,0.066
0.216,0.097,1.06,0.189,0.118,0.745,1.8,0.184,29.6,0.061
3.8,0.092,6.45,0.181,0.11,1.4,1.6,0.182,26.5,0.061
0.648,0.086,1.83,0.172,0.107,0.862,1.55,0.172,28.1,0.06
0.361,0.083,1.25,0.186,0.138,0.784,1.81,0.764,24.2,0.206
0.327,0.378,1.08,0.414,0.214,0.801,2.32,1.44,22.4,0.473
0.246,0.326,1.01,0.317,0.162,0.753,1.81,0.236,20.3,0.09
0.238,0.291,0.97,0.223,0.15,0.832,1.56,0.198,18.7,0.077
0.267,0.18,0.958,0.239,0.145,0.805,1.48,0.238,17.6,0.072
0.228,0.162,0.956,0.234,0.141,0.714,1.43,0.268,16.5,0.071
0.216,0.141,0.988,0.202,0.135,1.11,1.42,0.227,18.8,0.067
0.281,0.132,1.4,0.185,0.133,1.09,3.78,0.199,35.3,0.066
0.199,0.118,0.988,0.167,0.127,0.757,3.61,0.185,22.9,0.063
0.752,0.111,2.35,0.157,0.137,1.47,2.33,0.18,19.7,0.065
0.543,0.108,1.74,0.198,0.127,1.28,1.97,0.185,22.8,0.094
1.18,0.105,3.2,0.173,0.123,1.72,2.18,0.201,24.6,0.072
0.62,0.108,1.69,0.16,0.126,1.04,1.91,0.206,26,0.062
0.384,0.109,1.42,0.164,0.124,0.845,1.77,0.197,28.2,0.062
0.372,0.12,1.31,0.169,0.12,0.816,1.67,0.2,66.8,0.066
0.332,0.151,1.35,0.201,0.126,0.87,1.6,0.187,48.8,0.061
0.314,0.234,1.12,0.542,0.133,1.08,1.53,0.289,40.7,0.163
0.252,0.165,1.11,0.257,0.123,0.72,1.49,0.226,32.8,0.069
0.232,0.14,1.03,0.203,0.119,0.655,1.43,0.195,28,0.063
0.228,0.124,1.01,0.179,0.123,0.646,1.41,0.187,24.9,0.061
0.211,0.113,1.01,0.165,0.11,0.62,1.38,0.173,22.4,0.059
0.205,0.106,1,0.155,0.125,0.637,1.34,0.168,20.4,0.068
0.206,0.105,1.07,0.154,0.113,0.607,1.32,0.175,19,0.069
0.211,0.119,1.07,0.196,0.11,0.6,1.36,0.184,17.8,0.073
0.217,0.122,1.1,0.197,0.111,0.619,1.4,0.173,16.7,0.074
0.22,0.12,1.09,0.172,0.109,0.599,1.38,0.169,15.8,0.072
0.233,0.119,1.11,0.17,0.114,0.599,1.42,0.168,15,0.067
0.226,0.121,1.11,0.166,0.109,0.558,1.67,0.165,14.4,0.224
0.208,0.115,1.11,0.177,0.118,0.533,3.44,0.169,14.2,0.655
0.188,0.116,1.1,0.167,0.112,0.529,7.72,0.182,18.4,0.105
0.182,0.115,1.09,0.358,0.119,0.521,8.74,0.186,18.1,0.319
0.266,0.139,1.41,0.758,0.151,0.634,6.57,1.25,15.2,0.215
0.303,0.174,1.52,0.559,0.131,0.796,5.51,0.837,17.7,0.277
0.989,0.144,2.75,0.302,0.117,1.43,8.65,0.309,50.3,0.096
0.425,0.121,1.44,0.242,0.124,0.725,6.35,0.25,35.8,0.079
0.282,0.112,1.24,0.209,0.114,0.59,5.17,0.225,25.4,0.097
0.252,0.109,1.17,0.187,0.111,0.559,4.99,0.208,22.2,0.081
0.262,0.112,1.13,0.179,0.111,0.543,3.99,0.202,20.2,0.078
0.234,0.112,1.14,0.169,0.106,0.54,6.96,0.197,19,0.073
0.256,0.112,1.12,0.169,0.106,0.528,7.86,0.203,19.2,0.073
0.209,0.111,1.1,0.173,0.117,0.508,6.01,0.208,17.7,0.069
0.223,0.107,1.19,0.174,0.094,0.534,4.58,0.205,16.5,0.069
0.268,0.106,1.47,0.164,0.109,0.516,3.8,0.199,16.1,0.07
0.578,0.107,1.98,0.164,0.097,0.553,3.37,0.193,16.6,0.081
0.372,0.108,1.46,0.161,0.099,0.53,3.05,0.196,16.6,0.068
0.299,0.11,1.23,0.168,0.097,0.537,2.83,0.198,15,0.068
0.267,0.127,1.18,0.169,0.101,0.503,2.64,0.195,14.3,0.068
0.262,0.11,1.19,0.172,0.112,0.521,2.5,0.192,14.6,0.068
0.265,0.108,1.18,0.172,0.093,0.522,2.38,0.19,13.6,0.069
0.321,0.108,1.39,0.16,0.099,0.688,2.26,0.186,13.2,0.076
0.841,0.219,2.67,0.374,0.112,2.85,2.23,0.244,16.3,0.477
0.559,0.246,1.72,0.301,0.097,1.1,13.9,0.252,19.5,0.106
0.352,0.159,1.5,0.236,0.096,0.673,35.8,0.218,19.1,0.121
0.328,0.244,1.44,0.213,0.133,0.602,44.6,0.206,19.8,0.084
0.579,0.255,2.57,0.207,0.114,2.54,24.5,0.277,18.2,0.727
1.04,2.4,3.45,1.27,0.208,2.64,13.6,1.06,21.4,0.828
1.84,0.916,4.28,0.629,0.153,2.96,12.5,0.363,34.6,0.157
2.32,0.381,4.84,0.363,0.155,2.47,13.8,0.254,38.9,0.118
3.37,0.321,6.27,1.02,0.177,3.07,24,0.728,70.3,0.575
1.06,0.411,2.91,0.91,0.16,1.82,15,0.509,39.2,0.166
0.975,0.326,2.65,0.494,0.17,1.47,14.7,0.302,48.7,0.143
1.1,0.335,2.71,0.364,0.142,1.66,9.64,0.273,38.7,0.125
0.851,0.566,2.29,0.351,0.166,1.73,7.85,0.267,43.7,0.138
1.5,0.489,3.5,0.338,0.13,2.57,8.06,0.347,92.1,0.133
5.68,0.466,10.6,0.38,0.185,6.94,7.19,0.348,78.7,0.113
3.05,1.39,5.43,1.61,0.172,4.69,5.86,2.38,71.7,1.81
1.31,6.66,2.88,14.9,0.247,2.36,5.12,8.26,50.8,1.97
7.79,6.27,9.38,13.7,0.306,5.49,45.3,6.86,70.3,1.42
2,4.59,4,8.02,0.282,3.7,156,6.43,147,0.639
1.03,1.47,2.61,2.52,0.231,2.15,38.5,2.85,71.8,0.289
0.73,0.793,2.13,1.33,0.205,1.48,17.6,1.67,48.8,0.202
0.587,0.595,1.93,0.92,0.212,1.22,12.1,1.17,39.7,0.168
0.509,0.477,1.78,0.674,0.189,1.06,9.53,0.886,34.6,0.153
0.443,0.412,1.72,0.593,0.187,0.954,8.75,0.699,40.7,0.14
0.388,0.361,1.64,0.502,0.186,0.867,7.71,0.582,33.1,0.13
0.349,0.32,1.56,0.435,0.175,0.815,6.68,0.499,27.3,0.123
0.334,0.299,1.46,0.398,0.165,0.778,6.1,0.466,26.3,0.12
0.33,0.284,1.44,0.371,0.162,0.777,5.73,0.44,29.1,0.121
0.307,0.282,1.41,0.36,0.162,0.733,5.3,0.456,24.9,0.134
0.301,0.271,1.37,0.346,0.152,0.718,4.88,0.453,22.1,0.117
0.288,0.257,1.4,0.344,0.152,0.689,4.51,0.422,20.3,0.11
0.267,0.248,1.35,0.324,0.162,0.67,4.21,0.403,18.7,0.112
0.289,0.238,1.37,0.313,0.148,0.656,4.07,0.395,18.3,0.108
0.789,0.235,2.22,0.351,0.144,1.41,5.06,0.398,23.5,0.105
2.51,0.237,4.33,0.373,0.137,3.05,5.13,0.383,44.1,0.102
0.718,0.237,2.33,0.34,0.135,1.65,4.46,0.388,36.8,0.103
0.77,0.241,2.13,0.32,0.145,1.48,4.25,0.445,38.8,0.295
0.632,0.24,1.71,0.337,0.144,1.21,3.9,0.53,28.9,0.134
0.618,0.245,1.92,0.392,0.14,1.16,3.63,0.542,25.4,0.12
1.1,0.279,2.85,0.439,0.152,1.6,3.66,0.622,23.9,0.12
0.77,0.268,2.01,0.428,0.135,1.26,3.89,0.566,23.3,0.113
0.547,0.252,1.68,0.399,0.132,1.37,3.71,0.472,21.8,0.11
0.466,0.239,1.52,0.359,0.127,1.12,3.8,0.418,20.7,0.107
0.416,0.227,1.45,0.329,0.123,0.969,3.66,0.369,19.4,0.102
0.423,0.228,1.43,0.31,0.123,0.905,3.53,0.355,18.5,0.102
0.394,0.232,1.39,0.312,0.116,0.851,3.38,0.355,18,0.102
0.382,0.225,1.54,0.322,0.117,0.896,3.25,0.352,17.7,0.102
0.438,0.244,1.61,0.379,0.114,1.16,3.93,0.592,28.8,0.101
0.343,0.258,1.37,0.403,0.113,0.835,6.22,0.632,41.4,0.097
0.63,0.251,2.43,0.426,0.114,1.19,19.7,0.8,124,0.106
0.487,0.27,1.59,0.515,0.113,0.949,17.8,0.951,81.3,0.095
0.449,0.264,1.72,0.479,0.111,0.99,9.78,0.666,87.3,0.098
0.411,0.25,1.52,0.434,0.108,0.941,8.24,0.53,78,0.106
0.366,0.227,1.38,0.385,0.104,0.737,6.98,0.422,48.6,0.092
0.325,0.223,1.37,0.35,0.104,0.726,5.88,0.389,39.5,0.092
0.296,0.22,1.35,0.334,0.101,0.703,5.27,0.364,34,0.093
0.29,0.217,1.33,0.328,0.099,0.686,4.93,0.349,30.4,0.093
0.352,0.218,1.63,0.331,0.104,0.822,4.8,0.356,29.9,0.094
0.726,0.352,2.4,1.46,0.128,0.817,10.7,0.88,58.9,0.461
0.402,0.659,1.54,2.99,0.114,0.682,9.66,1.26,36.4,0.156
0.362,0.449,1.46,1.27,0.137,0.691,7.24,0.713,30.2,0.127
0.355,0.383,1.47,0.868,0.117,0.668,7.27,0.584,28.1,0.119
0.34,0.33,1.36,0.659,0.111,0.632,5.61,0.472,24.5,0.108
0.435,0.308,1.82,0.676,0.116,0.894,5.31,0.803,23.5,0.172
0.496,0.326,1.6,2.56,0.14,0.821,5.61,2.13,27.4,0.175
0.503,0.345,1.46,1.55,0.129,0.788,5.1,1.08,26.2,0.143
1.47,0.708,3.8,1.2,0.134,1.74,5.37,1.15,44.4,0.331
0.988,1.03,2.35,1.12,0.135,1.06,5.63,1.1,39.7,0.188
0.659,0.648,1.86,0.897,0.126,0.985,4.91,0.785,31.9,0.149
1.11,3.09,3.27,7.58,0.203,1.98,4.39,3.67,30,2
1.01,4.99,2.47,7.37,0.198,1.58,4.12,3.27,26.6,0.728
1.18,3.12,2.72,3.09,0.168,2.95,3.75,1.64,24.5,0.362
3.29,2.1,5.73,6.04,0.199,4.19,16.2,1.37,135,0.872
1.29,1.62,3.21,6.47,0.238,2.56,14.4,2.16,71.3,0.59
0.916,1.01,2.48,3.51,0.202,2.02,8.99,1.94,47.6,0.351
0.895,0.77,2.19,1.92,0.181,1.6,7.1,1.17,38.6,0.253
0.654,0.65,1.81,1.42,0.169,1.33,6.05,0.862,32.8,0.206
0.524,0.571,1.66,1.17,0.163,1.16,5.38,0.702,28.8,0.181
0.462,0.505,1.58,0.978,0.158,1.02,4.94,0.591,26.1,0.164
0.42,0.458,1.51,0.843,0.152,0.935,4.59,0.526,24.3,0.154
0.396,0.429,1.48,0.746,0.155,0.846,4.24,0.493,22.6,0.141
0.373,0.413,1.44,0.695,0.145,0.837,4.06,0.486,21.4,0.135
0.348,0.405,1.42,0.655,0.144,0.797,3.88,0.491,20.7,0.129
0.324,0.396,1.4,0.646,0.146,0.761,3.59,0.483,19.7,0.13
0.394,0.39,1.72,0.635,0.144,0.958,3.46,0.515,18.6,0.134
1.37,0.392,3.68,0.655,0.145,1.89,3.92,1.14,19.8,0.132
0.627,1.19,1.91,3.84,0.229,1.18,6.22,3.5,24,1.74
0.461,2.07,1.66,5.57,0.251,1.02,4.82,4.01,21.1,0.945
1.1,1.35,3.37,9.32,0.244,1.33,4.63,6.36,32.3,1.61
1.05,2.43,2.92,19.8,0.252,1.24,7.17,7.38,40.4,1.41
0.631,1.59,1.99,9.19,0.237,1.12,6.05,7.52,32.6,0.67
0.648,1.39,2.27,7.12,0.232,1.36,5.18,4.57,30.4,0.448
0.634,1.55,1.97,8.02,0.225,1.17,9.35,3.87,34,0.47
0.465,1.14,1.67,4.69,0.211,0.996,7.73,3.24,32.6,0.332
0.7,0.968,2.68,3.37,0.237,2.1,6.8,2.79,28.1,0.707
0.657,2.17,2.08,5.04,0.248,1.56,25.6,3.22,35.2,0.658
0.469,1.21,1.75,2.77,0.233,1.18,24.9,2.11,33,0.384
0.403,0.908,1.52,2.02,0.22,1.03,14.3,1.63,27.2,0.292
0.37,0.758,1.41,1.65,0.221,0.928,10.6,1.3,24.2,0.27
0.469,0.724,1.78,1.53,0.212,0.852,32.4,1.11,23.3,0.312
0.803,0.715,2.05,1.57,0.208,0.803,26.6,0.956,25.6,0.286
0.515,0.645,1.55,1.4,0.203,0.768,17.8,0.844,28.5,0.245
0.406,0.57,1.42,1.22,0.196,0.737,16.5,0.753,28.4,0.214
0.373,0.541,1.4,1.23,0.202,0.703,12.4,1.03,28.6,0.214
0.363,0.521,1.34,1.4,0.191,0.69,11.7,0.993,29.1,0.19
0.335,0.502,1.34,1.19,0.184,0.691,8.96,0.815,29.8,0.177
0.324,0.483,1.32,1.06,0.189,0.69,7.55,0.719,25.1,0.167
0.367,0.47,1.54,0.947,0.169,0.735,7.12,0.655,23.8,0.158
0.507,0.451,1.81,0.878,0.165,0.757,6.25,0.616,25,0.153
1.4,0.438,3.69,0.838,0.163,1.27,5.61,0.566,26.8,0.147
1.58,0.434,3.9,0.823,0.173,2.34,6.58,0.527,53.8,0.146
4.1,0.446,7.1,0.909,0.16,3.33,53.2,0.591,104,0.179
1.39,0.388,3.38,0.764,0.15,2.33,22.5,0.457,60.3,0.128
2.85,0.381,5.89,0.68,0.155,3.02,20.6,0.466,138,0.129
1.72,0.414,4.17,1.68,0.158,2.63,14.7,1.31,161,0.459
2.88,0.943,6.06,15.9,0.196,4.39,21.3,3.88,109,0.763
2.71,1.48,4.98,4.94,0.174,9.13,20.5,2.86,67.1,0.445
1.8,0.83,4.03,2.57,0.173,5.81,14.4,2.07,52.5,0.282
2.61,0.632,4.72,1.72,0.171,4,12.2,1.69,49.7,0.214
2.19,0.59,5.12,2.87,0.183,3.44,19.2,6.93,62.9,0.246
1.23,0.547,3.23,2.68,0.183,2.63,49,6.26,78.1,0.199
2.05,0.887,4.91,5.59,0.206,4.31,18.8,7.11,56.2,0.435
1.17,0.758,2.99,3.55,0.196,2.82,12.8,4.15,52.7,0.275
1.42,0.609,3.45,2.07,0.196,2.79,10.5,3.2,44.1,0.252
1.39,0.682,3.32,1.96,0.2,2.49,13.3,3.26,52.7,0.301
0.77,0.627,2.15,1.64,0.187,1.77,9.76,2.41,39.6,0.217
0.718,0.555,2.01,1.35,0.18,1.48,8.15,1.77,33.5,0.189
0.741,0.531,2.25,1.24,0.178,1.33,7.63,1.53,30.6,0.178
0.778,0.499,2.16,1.15,0.189,1.22,8.09,1.67,28.6,0.164
0.569,0.45,1.72,0.979,0.175,1.08,6.95,1.23,26.2,0.15
0.518,0.394,1.66,0.866,0.173,1,6.13,0.98,24,0.143
0.447,0.381,1.56,0.804,0.176,0.959,5.42,0.843,22.6,0.14
0.45,0.377,1.56,0.782,0.167,1.06,5.14,0.787,21.7,0.137
3.86,0.364,7.71,0.77,0.167,1.94,4.99,0.684,31.3,0.134
2.19,0.355,4.87,0.752,0.166,3.3,7.24,0.621,52.1,0.133
2.77,0.345,6.21,0.688,0.161,2.2,8.34,0.561,106,0.135
4.03,0.357,7.64,0.723,0.166,2.4,7.04,0.671,64.3,0.188
1.62,0.337,4.2,0.678,0.163,2.46,5.53,0.564,50.5,0.128
2.47,0.358,6.52,1.13,0.18,4.56,37.8,1.02,116,0.38
1.19,0.383,3.23,1.27,0.174,2.5,84.4,0.906,127,0.182
0.787,0.333,2.34,0.896,0.175,1.69,22.8,0.63,68.8,0.127
0.638,0.316,1.95,0.71,0.163,1.37,13.5,0.498,51,0.115
0.53,0.306,1.76,0.627,0.16,1.19,10.1,0.422,42,0.108
0.486,0.315,1.68,0.595,0.157,1.08,8.43,0.377,36.2,0.105
0.497,0.304,1.98,0.56,0.156,1.52,7.35,0.356,32.4,0.109
0.602,0.295,2.3,0.544,0.149,1.54,6.72,0.351,31.8,0.106
0.485,0.295,1.79,0.532,0.164,1.41,7.14,0.351,77.2,0.101
0.434,0.292,1.67,0.523,0.155,1.19,10.7,0.342,91.1,0.101
0.394,0.283,1.56,0.503,0.154,1.64,7.97,0.397,66.3,0.101
0.352,0.265,1.47,0.471,0.152,1.11,7.85,0.392,50.8,0.095
0.338,0.256,1.45,0.444,0.15,1.04,6.03,0.326,42.4,0.093
0.311,0.262,1.41,1.01,0.146,0.96,5.21,0.316,37,0.09
0.299,0.251,1.38,0.718,0.143,0.885,4.64,0.297,32.5,0.087
0.292,0.246,1.36,0.528,0.141,0.843,4.32,0.278,29.3,0.086
0.285,0.245,1.34,0.459,0.132,0.847,4.08,0.269,26.8,0.086
0.279,0.244,1.33,0.413,0.136,0.84,3.88,0.256,24.6,0.087
0.268,0.239,1.3,0.417,0.137,0.814,3.69,0.254,22.8,0.085
0.253,0.23,1.29,0.401,0.14,0.807,3.46,0.245,21.2,0.081
0.253,0.227,1.25,0.374,0.136,0.784,3.29,0.237,20,0.081
0.27,0.229,1.37,0.373,0.131,0.862,3.18,0.231,19.8,0.083
0.247,0.217,1.25,0.363,0.134,0.807,3,0.228,19.1,0.08
0.387,0.212,1.71,0.355,0.132,1.5,2.94,0.225,18,0.079
0.273,0.201,1.26,0.34,0.128,0.823,2.83,0.225,17.2,0.078
0.571,0.201,2.42,0.327,0.134,0.902,2.75,0.224,17.7,0.077
0.381,0.203,1.43,0.326,0.125,0.825,2.87,0.22,19.1,0.081
0.298,0.198,1.39,0.314,0.131,0.772,2.74,0.214,17.1,0.078
0.266,0.181,1.28,0.328,0.124,0.863,2.61,0.207,15.8,0.074
0.261,0.177,1.29,0.302,0.126,0.81,2.52,0.204,15.2,0.073
0.248,0.184,1.26,0.294,0.124,0.755,2.46,0.204,14.6,0.074
0.243,0.188,1.24,0.296,0.121,0.731,2.4,0.204,13.9,0.075
0.23,0.195,1.25,0.299,0.12,0.731,2.32,0.204,13.3,0.073
0.238,0.187,1.3,0.293,0.126,1.03,2.36,0.204,13.1,0.076
0.252,0.178,1.33,0.29,0.12,0.778,2.49,0.204,12.8,0.073
0.229,0.18,1.17,0.27,0.123,0.706,2.71,0.204,12.4,0.072
0.258,0.178,1.36,0.264,0.119,0.718,2.48,0.201,12.4,0.078
0.244,0.178,1.2,0.269,0.118,0.661,2.32,0.2,12.6,0.078
0.225,0.171,1.16,0.263,0.117,0.645,2.22,0.2,12,0.074
0.216,0.175,1.14,0.268,0.117,0.626,2.15,0.203,11.2,0.085
0.211,0.201,1.14,0.324,0.125,0.618,2.07,0.204,10.8,0.105
0.204,0.178,1.11,0.301,0.119,0.588,2.06,0.204,10.3,0.077
0.198,0.197,1.11,0.283,0.119,0.581,2.03,0.205,9.83,0.077
0.191,0.187,1.11,0.262,0.112,0.57,1.88,0.208,9.54,0.075
0.195,0.177,1.11,0.251,0.11,0.573,1.82,0.208,9.36,0.073
0.2,0.179,1.12,0.24,0.112,0.545,1.8,0.208,9.26,0.073
0.198,0.17,1.13,0.229,0.11,0.562,1.79,0.208,9.26,0.072
0.185,0.164,1.1,0.231,0.112,0.543,1.76,0.199,9.03,0.071
0.201,0.157,1.12,0.226,0.106,0.554,1.73,0.165,8.91,0.072
0.195,0.154,1.13,0.227,0.108,0.554,1.71,0.166,8.87,0.072
0.188,0.159,1.13,0.294,0.107,0.524,1.68,0.17,8.8,0.084
0.274,0.162,1.44,0.411,0.108,0.837,1.67,0.173,8.61,0.096
0.314,0.147,1.69,0.294,0.099,0.574,1.69,0.177,8.73,0.071
